x y z vx vy vz
-0.464332 -0.0679441 0.26938 0.0553696 -0.378397 0 
-0.456087 0.127313 0.234329 -0.104263 -0.373513 0 
-0.445692 -0.172008 0.00440901 0.147301 -0.381674 0 
-0.268996 -0.399842 0.0115916 0.341083 -0.229466 0 
-0.394698 -0.283636 0.623535 0.211758 -0.294674 0 
-0.478473 -0.106318 -0.0877276 0.0888768 -0.399982 0 
0.332532 -0.365604 -0.309401 0.291132 0.264797 0 
-0.483799 0.119109 -0.0958631 -0.0989266 -0.40182 0 
0.221549 0.450742 0.251344 -0.361626 0.177747 0 
-0.485632 -0.142889 -0.369038 0.11153 -0.379053 0 
0.482843 -0.16469 0.404413 0.12726 0.373106 0 
0.314708 0.406476 0.232357 -0.32508 0.251688 0 
0.512005 0.0782259 0.262303 -0.0620211 0.405941 0 
0.251221 0.457341 0.291416 -0.359522 0.197488 0 
0.416724 0.320339 -0.217659 -0.255166 0.331941 0 
-0.510637 0.139751 -0.23782 -0.110589 -0.404082 0 
0.317416 0.428405 -0.18035 -0.342298 0.253617 0 
0.329745 0.423741 0.0929608 -0.343906 0.26762 0 
0.463941 -0.277581 -0.127711 0.223168 0.372997 0 
-0.132317 0.528004 0.196866 -0.417507 -0.104626 0 
0.43481 0.333527 0.0606924 -0.270579 0.352747 0 
0.400646 -0.379192 0.0824641 0.305564 0.322853 0 
-0.485782 0.268932 -0.237521 -0.209398 -0.378244 0 
-0.364544 -0.42358 -0.0298733 0.343404 -0.295542 0 
-0.450146 0.337172 0.0137819 -0.27361 -0.365287 0 
-0.564335 -0.0429739 0.155394 0.0338052 -0.443931 0 
-0.0883032 -0.562607 0.233067 0.434489 -0.0681946 0 
0.566426 0.0865422 -0.0151783 -0.0697314 0.456398 0 
0.367252 -0.444363 0.142375 0.348122 0.287713 0 
0.0319957 -0.579062 0.321227 0.435963 0.0240889 0 
0.338924 0.474838 0.0994718 -0.3736 0.266664 0 
0.584342 0.0537497 0.254283 -0.0408625 0.444238 0 
-0.460226 0.369514 -0.254407 -0.280285 -0.349092 0 
-0.543313 -0.239089 -0.241685 0.181437 -0.412302 0 
0.447834 0.394716 0.00492805 -0.313745 0.355966 0 
-0.0541486 0.597853 -0.123515 -0.462904 -0.041926 0 
0.444889 0.407968 -0.179947 -0.311537 0.339732 0 
0.347036 0.49793 0.064957 -0.388452 0.270734 0 
0.28131 0.541514 -0.176843 -0.411971 0.214014 0 
-0.553163 -0.265305 0.151222 0.202467 -0.422146 0 
0.550974 0.277143 0.154238 -0.21091 0.419299 0 
0.588359 0.195494 0.105723 -0.149937 0.451251 0 
0.430077 -0.451023 0.766105 0.298597 0.28473 0 
-0.625931 0.0245488 -0.042459 -0.0189892 -0.484174 0 
-0.445728 0.44466 0.422785 -0.316886 -0.317647 0 
0.631784 0.0353462 0.175103 -0.0264955 0.473585 0 
-0.609662 -0.180878 -0.295508 0.13192 -0.444644 0 
0.585468 -0.256194 -0.33233 0.184992 0.422753 0 
-0.404697 0.498631 -0.341178 -0.358603 -0.291048 0 
-0.604142 -0.226778 0.029951 0.17362 -0.462527 0 
0.628632 0.158878 -0.0522557 -0.120834 0.478103 0 
-0.120088 0.640315 0.108812 -0.480406 -0.0900978 0 
-0.453474 -0.472006 0.704687 0.310334 -0.298149 0 
-0.293171 0.588628 -0.120447 -0.438728 -0.218512 0 
-0.334849 -0.569484 0.125799 0.423107 -0.248781 0 
0.65383 -0.113782 -0.296573 0.0814043 0.467776 0 
0.619437 -0.24646 -0.187915 0.180025 0.452465 0 
-0.358778 -0.565444 0.139236 0.416338 -0.26417 0 
0.494008 -0.456518 -0.0951649 0.338482 0.366279 0 
0.215382 -0.640365 -0.281733 0.455792 0.153302 0 
0.294393 0.611386 0.0441785 -0.456136 0.219637 0 
-0.47612 0.487621 0.0121148 -0.365401 -0.356782 0 
-0.590554 0.345997 0.0027442 -0.25923 -0.442459 0 
-0.298094 0.619364 0.222444 -0.442738 -0.213086 0 
-0.450845 0.5227 -0.0440867 -0.3868 -0.333627 0 
-0.63451 -0.279066 -0.227704 0.198455 -0.451226 0 
0.370871 -0.589016 -0.560174 0.388903 0.244871 0 
-0.650029 -0.256808 -0.276684 0.180023 -0.45567 0 
-0.649807 0.265034 0.423054 -0.179669 -0.440511 0 
0.108971 -0.696148 -0.153204 0.498746 0.0780706 0 
0.632307 0.317314 0.0312894 -0.232587 0.463473 0 
-0.29782 -0.644832 -0.0888433 0.466246 -0.215339 0 
-0.549417 -0.454587 -0.477242 0.302092 -0.365111 0 
0.446581 -0.559534 0.008048 0.409593 0.326908 0 
-0.717765 0.0364678 0.15513 -0.0258575 -0.508931 0 
-0.178076 -0.699149 0.0597595 0.504491 -0.128496 0 
0.699602 0.187299 0.0322851 -0.135635 0.506626 0 
-0.256243 -0.680344 -0.281158 0.467078 -0.175918 0 
0.144355 0.715328 -0.255606 -0.492786 0.0994457 0 
-0.726563 -0.0929635 -0.243666 0.0640778 -0.500805 0 
0.509082 0.530449 -0.166859 -0.370807 0.355871 0 
0.595791 -0.435405 0.261226 0.297844 0.407558 0 
-0.661148 -0.333815 0.0254039 0.239249 -0.473852 0 
-0.743249 0.0115238 -0.0787693 -0.00815485 -0.525961 0 
-0.0589802 -0.743692 -0.222867 0.509879 -0.0404371 0 
0.589483 -0.461596 -0.228014 0.315522 0.40294 0 
0.716914 -0.224942 -0.101513 0.157532 0.50207 0 
-0.04999 0.752376 0.253659 -0.509561 -0.0338567 0 
-0.314839 0.688076 0.0799693 -0.482144 -0.220611 0 
-0.309772 -0.693266 0.378459 0.455439 -0.203504 0 
-0.570943 -0.504583 0.488011 0.323012 -0.365492 0 
-0.47171 0.601726 0.0631109 -0.420674 -0.329778 0 
-0.735789 -0.217264 -0.1907 0.147687 -0.500157 0 
0.484245 -0.598414 -0.163275 0.408324 0.330421 0 
-0.512469 0.577903 0.228764 -0.388257 -0.344296 0 
0.318088 0.706697 -0.0492939 -0.49172 0.221326 0 
-0.459882 -0.626988 -0.0159339 0.438376 -0.321539 0 
0.154667 -0.764648 0.353797 0.497453 0.100621 0 
-0.393071 0.676836 -0.287146 -0.44581 -0.258903 0 
-0.729176 -0.291409 -0.0121201 0.202765 -0.507368 0 
0.75843 0.213082 0.297614 -0.139519 0.496596 0 
-0.738997 0.280193 0.0902125 -0.191199 -0.504279 0 
0.159854 -0.776579 0.0246302 0.536012 0.110335 0 
-0.690638 -0.394527 0.0965119 0.267883 -0.468942 0 
-0.179841 -0.777363 0.40585 0.493623 -0.114198 0 
0.510721 0.616283 -0.104641 -0.416231 0.344936 0 
-0.346715 0.724178 -0.751616 -0.423687 -0.202849 0 
0.296412 -0.748858 0.264974 0.487423 0.192931 0 
-0.619674 -0.518321 -0.249404 0.337863 -0.403929 0 
-0.555843 -0.589656 0.205282 0.387229 -0.365024 0 
-0.80412 -0.118539 -0.145309 0.0786758 -0.533706 0 
-0.197508 0.790984 0.220893 -0.515881 -0.128815 0 
0.714512 -0.397669 -0.681362 0.233949 0.420348 0 
0.302353 -0.762401 -0.49028 0.467525 0.185411 0 
-0.611647 -0.550058 0.0488059 0.369668 -0.411059 0 
0.808288 0.165384 0.185936 -0.107875 0.527222 0 
-0.780764 0.274031 0.34813 -0.172412 -0.491234 0 
0.468427 -0.685029 -0.17774 0.445992 0.304972 0 
0.58204 0.594914 -0.0829181 -0.394237 0.385706 0 
-0.412445 -0.725662 -0.00486391 0.487651 -0.277166 0 
0.71447 -0.436158 0.0784774 0.288272 0.472218 0 
0.0593723 0.837365 -0.0142574 -0.559677 0.0396832 0 
0.81016 -0.228799 0.407569 0.140613 0.4979 0 
0.629476 0.562559 0.0437485 -0.372467 0.416773 0 
0.795525 0.289581 -0.0757906 -0.190157 0.522392 0 
0.331165 0.781697 0.44472 -0.474025 0.20082 0 
0.457898 0.717673 -0.13347 -0.464126 0.296127 0 
0.85174 0.0571663 0.117438 -0.0370273 0.551683 0 
-0.673647 0.52814 0.0171111 -0.348507 -0.444524 0 
-0.12602 -0.849032 -0.0138472 0.559653 -0.0830684 0 
0.756484 0.410455 0.117295 -0.264487 0.487461 0 
-0.440367 0.742173 -0.147463 -0.474466 -0.281524 0 
0.834541 0.228671 0.193204 -0.144561 0.527579 0 
-0.278501 -0.8217 -0.222533 0.515407 -0.174688 0 
-0.750224 0.440365 0.400197 -0.26549 -0.4523 0 
0.742122 0.458274 0.0149934 -0.298914 0.484056 0 
0.576608 -0.657486 -0.131901 0.418081 0.366653 0 
-0.678446 0.55541 0.0069165 -0.361626 -0.441734 0 
-0.712834 0.514432 -0.240503 -0.318735 -0.441661 0 
-0.301038 0.828343 0.15146 -0.521947 -0.189687 0 
-0.573192 -0.672482 -0.0918997 0.428219 -0.364994 0 
0.812544 -0.352927 -0.170706 0.220754 0.508243 0 
0.764306 -0.452355 -0.0765876 0.287976 0.486569 0 
0.886311 -0.0851233 0.0168116 0.0547568 0.570132 0 
-0.799565 0.396853 0.208373 -0.245058 -0.493733 0 
-0.751668 -0.485588 -0.15107 0.302931 -0.468925 0 
-0.887607 0.130223 -0.344657 -0.0778655 -0.530738 0 
0.866788 -0.239766 -0.0411684 0.152459 0.55116 0 
0.332513 -0.838002 0.245693 0.510032 0.202377 0 
-0.197446 -0.881948 0.312084 0.528408 -0.118297 0 
-0.517121 -0.743913 -0.328392 0.443423 -0.308239 0 
-0.249496 -0.873256 -0.147393 0.539798 -0.154225 0 
0.760416 -0.500595 -0.192818 0.30604 0.464881 0 
-0.179038 -0.894862 -0.408156 0.521712 -0.104381 0 
0.862331 -0.305324 0.343422 0.180221 0.509 0 
0.792645 -0.461037 -0.24282 0.277558 0.477195 0 
0.784789 0.478488 0.323314 -0.282729 0.463715 0 
0.691989 0.608276 -0.324646 -0.358731 0.408101 0 
0.608662 -0.694539 0.143187 0.424812 0.372286 0 
0.717186 0.585236 -0.265022 -0.348414 0.426969 0 
0.245912 -0.894644 0.616117 0.492327 0.135327 0 
0.92375 -0.107478 0.0887681 0.066154 0.568577 0 
-0.571618 0.736289 0.163731 -0.445559 -0.345909 0 
-0.886042 -0.296316 -0.00494661 0.184903 -0.552896 0 
-0.873455 -0.337568 0.110328 0.205871 -0.532689 0 
0.385531 -0.855714 -0.0716567 0.525156 0.236603 0 
0.0166049 -0.940537 0.0205458 0.582269 0.0102798 0 
0.580231 0.743116 0.136403 -0.448631 0.350295 0 
-0.862335 0.386356 0.232918 -0.228258 -0.509465 0 
-0.797743 0.510394 0.0401225 -0.313238 -0.489589 0 
-0.635093 -0.705378 0.108307 0.426276 -0.383802 0 
-0.301481 -0.902227 0.201922 0.533959 -0.178423 0 
-0.279905 0.911352 -0.233194 -0.535001 -0.164316 0 
0.892172 0.341968 0.371844 -0.194604 0.507709 0 
0.273068 0.917797 0.0609644 -0.556501 0.165574 0 
0.935447 -0.214149 0.342995 0.122242 0.533978 0 
0.776802 0.567013 0.225931 -0.331285 0.453856 0 
0.813202 0.517331 -0.147175 -0.306765 0.48221 0 
0.397206 -0.880432 0.42371 0.49156 0.221767 0 
0.962048 0.106778 0.0217841 -0.0647512 0.583396 0 
-0.946829 0.210846 -0.0945831 -0.125795 -0.564896 0 
0.605163 0.760738 0.309526 -0.433313 0.344698 0 
-0.974123 0.00578376 0.461693 -0.00318261 -0.536028 0 
0.228445 -0.949087 0.278417 0.542506 0.130581 0 
0.287834 -0.934938 0.384812 0.521574 0.160574 0 
-0.555528 0.807681 -0.0460214 -0.482917 -0.332153 0 
-0.218805 0.957648 -0.100949 -0.565369 -0.129176 0 
0.613334 0.769929 0.102948 -0.453666 0.361396 0 
-0.986321 -0.0120232 -0.0822397 0.00710354 -0.58274 0 
-0.567615 -0.809191 0.264098 0.459709 -0.322467 0 
-0.269438 -0.953092 0.297249 0.536854 -0.151768 0 
0.68757 0.715704 0.37616 -0.395775 0.380217 0 
0.504011 0.857299 0.210878 -0.49028 0.288238 0 
0.143015 0.986174 -0.189502 -0.565646 0.08203 0 
0.944697 -0.323333 0.0414796 0.190875 0.557688 0 
-0.987971 -0.157843 0.139227 0.0912066 -0.570879 0 
-0.521711 -0.856051 0.0841536 0.499506 -0.304419 0 
-0.474842 0.885174 -0.228604 -0.500574 -0.268527 0 
0.965703 -0.283604 -0.246575 0.159538 0.543244 0 
0.867592 -0.514102 0.0980182 0.297796 0.502557 0 
-0.845249 -0.553693 0.0985479 0.320218 -0.488834 0 
-0.680666 -0.749479 0.371859 0.40867 -0.371149 0 
0.00194801 -1.01441 0.478255 0.539614 0.00103624 0 
-0.888342 -0.493844 0.286713 0.273423 -0.491842 0 
-0.718431 0.721729 0.183086 -0.407778 -0.405915 0 
0.521712 0.876845 0.382552 -0.474205 0.282146 0 
-0.646624 0.791784 0.165882 -0.447638 -0.365571 0 
0.73372 -0.714636 -0.144251 0.405235 0.416056 0 
-0.977813 -0.311344 0.329326 0.16957 -0.532556 0 
0.218065 1.00474 -0.056632 -0.578325 0.125518 0 
-0.42279 -0.939313 -0.258677 0.517812 -0.23307 0 
0.407433 0.94819 -0.218016 -0.526421 0.226201 0 
-0.730948 -0.731289 -0.211099 0.405998 -0.405809 0 
0.424141 0.945081 -0.00166194 -0.546844 0.245417 0 
-0.793382 -0.669045 0.286205 0.364558 -0.432309 0 
0.480259 0.922189 -0.234379 -0.507286 0.264185 0 
0.298297 0.99805 0.137485 -0.559372 0.167185 0 
-0.0315596 1.04312 -0.00966012 -0.599136 -0.0181269 0 
0.882005 0.561392 0.189408 -0.310387 0.48765 0 
-0.48946 -0.926027 0.0492874 0.526148 -0.2781 0 
0.850936 0.61401 0.0236504 -0.350172 0.485292 0 
-0.916415 0.515062 0.228882 -0.281225 -0.500365 0 
-0.941711 -0.471476 -0.371147 0.249396 -0.498135 0 
0.421967 0.966984 -0.281336 -0.520686 0.227214 0 
-0.0314029 -1.05647 -0.0545193 0.595371 -0.017697 0 
0.811789 0.679794 0.161868 -0.374249 0.446917 0 
-0.364651 -0.996069 0.0341636 0.562048 -0.205761 0 
0.331016 -1.00973 0.256258 0.543507 0.178176 0 
-0.60725 -0.874288 -0.464435 0.449317 -0.31208 0 
1.05556 -0.151423 0.230596 0.0817168 0.569643 0 
0.700192 -0.806766 0.372024 0.421876 0.366146 0 
0.757964 0.755405 0.0440018 -0.422424 0.423855 0 
1.04955 0.218172 -0.0889484 -0.120727 0.580773 0 
-0.27399 1.03831 0.142352 -0.567513 -0.149756 0 
1.0743 -0.0550787 0.154965 0.0299847 0.584846 0 
-0.547824 0.927928 0.356931 -0.48343 -0.285405 0 
-1.07877 -0.0377239 -0.122419 0.0206173 -0.589582 0 
0.925907 0.55845 0.429458 -0.285602 0.473527 0 
0.339794 1.02845 0.477415 -0.519733 0.171717 0 
1.06185 -0.222836 0.316924 0.116447 0.554885 0 
-0.863622 -0.659801 -0.305038 0.345189 -0.451822 0 
-1.06812 -0.210477 -0.194902 0.112544 -0.571133 0 
-0.1373 1.08182 -0.308441 -0.564015 -0.0715822 0 
0.610333 0.905918 -0.448275 -0.457601 0.308294 0 
0.205365 1.07472 -0.181539 -0.573894 0.109664 0 
-0.617033 0.905799 0.172286 -0.483959 -0.329674 0 
0.310234 1.05307 0.26572 -0.551004 0.162326 0 
-0.29835 -1.05839 -0.115693 0.570561 -0.160835 0 
-0.813482 0.742603 0.356112 -0.380103 -0.416382 0 
0.67403 -0.873442 -0.398169 0.442424 0.341416 0 
-1.04161 -0.36914 0.099573 0.198844 -0.561082 0 
0.149852 1.09671 0.19413 -0.578579 0.0790558 0 
0.221137 -1.08643 -0.218701 0.569457 0.11591 0 
0.409054 -1.03243 -0.00728941 0.56432 0.223587 0 
-0.0614386 -1.11061 0.0537075 0.600605 -0.0332251 0 
-0.186171 -1.09845 -0.000572638 0.599601 -0.101624 0 
0.979561 0.534514 0.089678 -0.286188 0.524474 0 
0.661144 0.901187 0.0620791 -0.484575 0.355502 0 
0.990087 -0.522476 -0.0129335 0.283357 0.536959 0 
-1.11491 -0.119335 -0.199688 0.0622128 -0.581235 0 
-0.959092 0.584297 -0.407426 -0.291043 -0.477731 0 
-0.387386 1.05603 -0.143174 -0.555545 -0.203792 0 
0.0370648 1.12601 -0.120171 -0.594377 0.0195651 0 
-1.08245 -0.318712 0.266083 0.16299 -0.553566 0 
0.407223 1.05425 0.0882176 -0.558665 0.215794 0 
0.174197 1.11845 0.365054 -0.558545 0.0869926 0 
0.483111 -1.02562 0.15556 0.53463 0.251834 0 
1.09406 0.303838 0.404737 -0.15004 0.540265 0 
-1.13597 0.0534787 -0.500866 -0.0258223 -0.548507 0 
-0.870793 0.734178 -0.292272 -0.37045 -0.439383 0 
1.13851 -0.0714247 0.121108 0.0373009 0.594576 0 
-0.379747 1.07754 0.393741 -0.530599 -0.186993 0 
0.126968 1.13718 -0.229825 -0.57914 0.0646619 0 
-0.798178 0.822329 -0.41693 -0.401843 -0.390041 0 
-0.897899 -0.714909 0.0888709 0.373872 -0.469569 0 
-0.336925 1.099 -0.246099 -0.555618 -0.170338 0 
1.0772 -0.40617 0.403776 0.198279 0.525852 0 
-0.99067 0.589833 0.076734 -0.308027 -0.517355 0 
0.227018 -1.13216 -0.032881 0.595746 0.119457 0 
1.08419 0.402336 -0.0770125 -0.209559 0.564706 0 
0.898388 0.730917 0.332178 -0.360507 0.443108 0 
-0.969558 0.636635 0.0661009 -0.331478 -0.504823 0 
0.949734 -0.668846 -0.00556133 0.352072 0.499929 0 
-1.10535 -0.362719 -0.329331 0.178326 -0.543428 0 
1.06584 -0.470463 -0.483096 0.223397 0.50611 0 
-1.05186 0.504924 0.11467 -0.258987 -0.539524 0 
1.10735 -0.373026 0.438073 0.178441 0.52971 0 
-0.426863 1.08957 0.165849 -0.551607 -0.216104 0 
-0.454991 1.07998 -0.472008 -0.511478 -0.215483 0 
0.898175 -0.75542 0.0756807 0.38859 0.462023 0 
1.15047 -0.240397 -0.271396 0.118596 0.567568 0 
-1.00433 0.61376 -0.015089 -0.318799 -0.52167 0 
-0.690905 -0.955008 0.255341 0.471549 -0.341144 0 
1.14238 -0.297238 -0.0838559 0.151879 0.583723 0 
0.28546 1.14713 0.118923 -0.581238 0.144639 0 
-0.440248 1.0989 0.00206392 -0.569417 -0.228123 0 
-0.829302 -0.847151 -0.413083 0.402365 -0.393888 0 
1.18604 0.0522065 0.174026 -0.0260559 0.591943 0 
0.541946 -1.05816 -0.193517 0.525335 0.269054 0 
-0.683233 0.974992 0.022487 -0.500645 -0.350831 0 
-0.973436 0.688363 -0.135739 -0.344994 -0.487867 0 
-0.844175 -0.844271 -0.248478 0.412813 -0.412766 0 
0.8895 0.798886 -0.169284 -0.396642 0.441631 0 
1.17473 -0.231197 0.113992 0.115958 0.589191 0 
1.19089 0.138607 -0.477607 -0.0642661 0.552167 0 
-1.16501 -0.290143 0.120369 0.144975 -0.582121 0 
0.485081 -1.10006 0.101154 0.551155 0.243035 0 
1.20296 -0.0482514 0.0243995 0.0245236 0.611402 0 
1.15942 0.330457 0.445558 -0.153549 0.538731 0 
-0.756519 0.940817 0.172746 -0.462776 -0.372122 0 
1.20644 -0.0771549 -0.390679 0.0361939 0.565952 0 
0.907459 0.801239 -0.0238879 -0.405283 0.459011 0 
-0.732973 -0.965515 -0.00995138 0.489149 -0.371339 0 
-0.646201 -1.02757 0.186544 0.501554 -0.315409 0 
-1.15834 -0.368426 0.0604917 0.184313 -0.579483 0 
0.775632 -0.938018 0.0155804 0.472958 0.391081 0 
-0.745827 0.963965 -0.0353261 -0.48353 -0.374111 0 
1.17754 0.320764 -0.16594 -0.156475 0.574427 0 
-1.13609 0.450325 -0.224147 -0.216771 -0.546874 0 
0.713155 -0.994438 -0.0723762 0.493306 0.353771 0 
0.168357 -1.21374 -0.0623517 0.602593 0.0835857 0 
-0.518535 -1.11204 -0.247432 0.53077 -0.247494 0 
1.14979 -0.432994 0.547479 0.193386 0.513528 0 
1.22001 0.15842 -0.381436 -0.0733056 0.564532 0 
0.405991 -1.16305 0.0580629 0.575171 0.200777 0 
0.978086 -0.751578 0.0899615 0.368844 0.480004 0 
-1.09014 0.58062 -0.170964 -0.27991 -0.525544 0 
0.552999 -1.10622 -0.0525432 0.545725 0.272808 0 
1.23835 -0.00390734 -0.0964046 0.00190823 0.604775 0 
-1.23256 -0.135361 -0.164743 0.0651079 -0.592857 0 
-1.22692 -0.190257 -0.208275 0.0905817 -0.58414 0 
1.20497 0.305926 -0.0982802 -0.148819 0.586164 0 
0.348696 1.19497 -0.236569 -0.564236 0.164645 0 
-1.19755 0.345582 0.0314282 -0.170002 -0.58911 0 
0.984466 -0.767063 0.210302 0.363329 0.466305 0 
-0.0467306 1.24875 -0.234329 -0.587829 -0.0219977 0 
0.254437 1.22508 0.0578034 -0.597349 0.124063 0 
1.10063 -0.598489 -0.0726067 0.290608 0.534432 0 
1.24934 -0.112745 0.263576 0.0525624 0.582452 0 
0.789419 -0.976932 0.0357021 0.476808 0.385289 0 
0.745776 1.01262 0.0640864 -0.490829 0.361486 0 
-1.18691 -0.420504 0.283174 0.19455 -0.549136 0 
1.23505 -0.253469 0.152146 0.120387 0.586597 0 
-0.66583 1.0725 0.0200056 -0.522674 -0.324486 0 
0.988993 0.787077 0.0768086 -0.378761 0.475928 0 
1.26009 0.117313 -0.152811 -0.0555183 0.596338 0 
1.21216 -0.369166 -0.0160512 0.17943 0.589156 0 
-0.763337 -1.01337 -0.455421 0.448602 -0.337916 0 
0.0384656 1.2697 0.0627792 -0.609933 0.0184779 0 
-0.942324 -0.854191 0.0276717 0.412777 -0.455366 0 
-0.951558 0.846261 -0.0401807 -0.407449 -0.458146 0 
-1.27422 0.0447178 0.19605 -0.0208298 -0.593536 0 
1.1463 0.5618 -0.00403113 -0.271838 0.554662 0 
-0.626149 -1.11426 -0.309642 0.505598 -0.284117 0 
0.0179013 -1.27958 0.357333 0.574054 0.00803101 0 
0.109245 1.2766 0.176662 -0.594329 0.0508595 0 
1.17138 0.522988 -0.199468 -0.242054 0.542148 0 
1.22246 -0.393997 0.250385 0.180215 0.559156 0 
1.00088 -0.807401 -0.262008 0.367985 0.456166 0 
1.25119 0.303608 0.314534 -0.136685 0.56329 0 
-1.09543 0.679484 -0.0972961 -0.319728 -0.515448 0 
-0.600076 -1.14262 0.422481 0.501426 -0.263337 0 
-1.02621 -0.785212 0.0645533 0.371108 -0.48501 0 
0.503146 1.19185 0.126832 -0.555563 0.234533 0 
0.722634 1.07493 0.0237109 -0.51109 0.343586 0 
-1.20654 -0.475339 -0.327512 0.211971 -0.538039 0 
-0.439926 -1.22154 0.247083 0.553484 -0.199333 0 
1.29888 -0.0509071 0.612139 0.0212709 0.542721 0 
-0.313136 -1.26319 0.0448008 0.595384 -0.147592 0 
0.678699 -1.11223 0.0888487 0.518997 0.316698 0 
1.30396 0.0371851 0.0327229 -0.0175303 0.614732 0 
1.20137 -0.512261 -0.286351 0.228912 0.536852 0 
-1.29159 0.203749 -0.214884 -0.0923263 -0.585267 0 
-1.3084 -0.0425789 0.171663 0.0194469 -0.597577 0 
1.2583 0.366602 -0.322703 -0.162019 0.556104 0 
-1.31213 -0.00678846 0.178604 0.00308917 -0.597098 0 
-0.199129 1.29849 -0.0883742 -0.601287 -0.0922101 0 
1.20598 -0.524741 0.172736 0.238554 0.548251 0 
-1.21611 0.504776 0.437649 -0.216646 -0.521947 0 
0.718542 1.10519 0.0983961 -0.509049 0.330961 0 
1.17264 -0.605526 -0.234468 0.270866 0.524548 0 
0.0983021 -1.3176 -0.304829 0.580058 0.0432762 0 
1.30214 -0.232744 0.0703799 0.107461 0.601219 0 
-0.172145 1.31306 0.0179848 -0.612033 -0.080239 0 
-0.891241 0.981553 -0.381882 -0.423635 -0.384657 0 
1.19559 0.576481 0.164078 -0.260259 0.539761 0 
-0.256221 -1.30389 0.40705 0.55847 -0.109743 0 
1.33004 0.0276795 -0.485249 -0.011641 0.559365 0 
-0.791234 1.07132 -0.16924 -0.481571 -0.35567 0 
0.534506 -1.22151 -0.341534 0.528927 0.231447 0 
0.0693476 -1.33303 -0.308859 0.58064 0.0302063 0 
-1.19303 -0.602048 -0.0446014 0.276713 -0.54834 0 
-0.659263 1.16411 0.525182 -0.482639 -0.273329 0 
-0.918698 0.974571 0.233318 -0.429946 -0.405297 0 
0.326445 1.30047 -0.554372 -0.534506 0.134172 0 
